time_s,pos_x,pos_y,pos_z,speed_kmh,altitude_m,pitch_deg,roll_deg
9.63,147.70,390.76,60.33,298.5,390.76,-10.37,-0.01
9.65,145.21,389.52,56.31,298.6,389.52,-10.16,-0.01
9.66,142.73,388.29,52.29,298.7,388.29,-9.96,-0.01
9.68,140.25,387.10,48.27,298.7,387.10,-9.76,-0.01
9.73,137.76,385.92,44.24,298.8,385.92,-9.56,-0.01
9.73,135.28,384.77,40.21,298.8,384.77,-9.37,-0.01
9.75,132.79,383.64,36.18,298.9,383.64,-9.18,-0.01
9.77,130.30,382.53,32.14,299.0,382.53,-9.00,-0.01
9.78,127.82,381.45,28.10,299.0,381.45,-8.82,-0.01
9.80,125.33,380.38,24.06,299.1,380.38,-8.64,-0.01
9.81,122.84,379.34,20.02,299.1,379.34,-8.47,-0.01
9.83,120.36,378.32,15.97,299.2,378.32,-8.30,-0.00
9.85,117.87,377.32,11.92,299.2,377.32,-8.14,-0.00
9.87,115.38,376.33,7.87,299.2,376.33,-7.97,-0.00
9.88,112.89,375.37,3.82,299.3,375.37,-7.81,-0.00
9.90,110.40,374.43,-0.24,299.3,374.43,-7.66,-0.00
9.92,107.91,373.50,-4.29,299.3,373.50,-7.50,-0.00
9.93,105.42,372.60,-8.35,299.4,372.60,-7.35,-0.00
9.95,102.93,371.71,-12.41,299.4,371.71,-7.21,-0.00
9.97,100.44,370.83,-16.47,299.4,370.83,-7.06,-0.00
9.98,97.95,369.98,-20.54,299.5,369.98,-6.92,-0.00
10.00,95.46,369.14,-24.60,299.5,369.14,-6.78,-0.00
10.02,92.97,368.32,-28.67,299.5,368.32,-6.65,-0.00
10.03,90.48,367.52,-32.74,299.5,367.52,-6.51,-0.00
10.05,87.99,366.73,-36.80,299.6,366.73,-6.38,-0.00
10.06,85.49,365.96,-40.88,299.6,365.96,-6.26,-0.00
10.09,83.00,365.20,-44.95,299.6,365.20,-6.13,-0.00
10.10,80.51,364.46,-49.02,299.6,364.46,-6.01,-0.00
10.12,78.02,363.73,-53.09,299.6,363.73,-5.89,-0.00
10.13,75.53,363.02,-57.17,299.7,363.02,-5.77,-0.00
10.15,73.03,362.32,-61.25,299.7,362.32,-5.66,-0.00
10.17,70.54,361.63,-65.32,299.7,361.63,-5.54,-0.00
10.18,68.05,360.96,-69.40,299.7,360.96,-5.43,-0.00
10.20,65.56,360.30,-73.48,299.7,360.30,-5.32,-0.00
10.22,63.06,359.66,-77.56,299.7,359.66,-5.22,-0.00
10.23,60.57,359.03,-81.64,299.8,359.03,-5.11,-0.00
10.26,58.08,358.41,-85.72,299.8,358.41,-5.01,-0.00
10.27,55.59,357.80,-89.81,299.8,357.80,-4.91,-0.00
10.28,53.09,357.20,-93.89,299.8,357.20,-4.81,-0.00
10.31,50.60,356.62,-97.97,299.8,356.62,-4.72,-0.00
10.32,48.11,356.05,-102.06,299.8,356.05,-4.62,-0.00
10.33,45.61,355.49,-106.14,299.8,355.49,-4.53,-0.00
10.36,43.12,354.94,-110.23,299.8,354.94,-4.44,-0.00
10.37,40.63,354.40,-114.32,299.8,354.40,-4.35,-0.00
10.38,38.13,353.87,-118.40,299.8,353.87,-4.26,-0.00
10.40,35.64,353.36,-122.49,299.9,353.36,-4.18,-0.00
10.42,33.14,352.85,-126.58,299.9,352.85,-4.09,-0.00
10.44,30.65,352.35,-130.67,299.9,352.35,-4.01,-0.00
10.45,28.16,351.87,-134.76,299.9,351.87,-3.93,-0.00
10.53,25.66,351.39,-138.85,299.9,351.39,-3.85,-0.00
10.53,23.17,350.92,-142.94,299.9,350.92,-3.78,-0.00
10.56,20.67,350.46,-147.03,299.9,350.46,-3.70,-0.00
10.57,18.18,350.02,-151.12,299.9,350.02,-3.63,-0.00
10.58,15.69,349.58,-155.21,299.9,349.58,-3.55,-0.00
10.62,13.19,349.14,-159.30,299.9,349.14,-3.48,-0.00
10.62,10.70,348.72,-163.39,299.9,348.72,-3.41,-0.00
10.63,8.20,348.31,-167.49,299.9,348.31,-3.34,-0.00
10.66,5.71,347.90,-171.58,299.9,347.90,-3.28,-0.00
10.66,3.22,347.50,-175.67,299.9,347.50,-3.21,-0.00
10.68,0.72,347.11,-179.77,299.9,347.11,-3.15,-0.00
10.70,-1.77,346.73,-183.86,299.9,346.73,-3.08,-0.00
10.74,-4.27,346.36,-187.95,299.9,346.36,-3.02,-0.00
10.84,-6.76,345.99,-192.05,299.9,345.99,-2.96,-0.00
10.84,-9.26,345.63,-196.14,299.9,345.63,-2.90,-0.00
10.88,-11.75,345.28,-200.24,299.9,345.28,-2.85,-0.00
10.88,-14.25,344.93,-204.33,299.9,344.93,-2.79,-0.00
10.90,-16.74,344.59,-208.43,299.9,344.59,-2.73,-0.00
10.91,-19.23,344.26,-212.52,300.0,344.26,-2.68,-0.00
10.96,-21.73,343.94,-216.62,300.0,343.94,-2.62,-0.00
10.97,-24.22,343.62,-220.72,300.0,343.62,-2.57,-0.00
10.98,-26.72,343.31,-224.81,300.0,343.31,-2.52,-0.00
11.00,-29.21,343.00,-228.91,300.0,343.00,-2.47,-0.00
11.01,-31.71,342.70,-233.00,300.0,342.70,-2.42,-0.00
11.03,-34.20,342.41,-237.10,300.0,342.41,-2.37,-0.00
11.06,-36.70,342.12,-241.20,300.0,342.12,-2.32,-0.00
11.06,-39.19,341.84,-245.29,300.0,341.84,-2.28,-0.00
